channel,deltaPower,thetaPower,alphaPower,betaPower,gammaPower
1,6.00728734122158,3.08419935624119,1.81817231946918,0.417254856727117,0.00973259844817866
2,6.49826008364689,3.33638426758521,1.80276364160592,0.413460662763887,0.0102482625722392
3,6.89098845731194,4.64254636362901,2.97762997788454,0.582640052411558,0.0143629040702663
4,2.19301465667644,1.4704231940123,0.871690613446336,0.237672871446912,0.00487442655152755
5,0.851156650317214,0.621975942542822,0.290600047336209,0.0799609085863173,0.00173412672151394
6,2.77280176840102,1.94660741525325,0.920124292235531,0.266606225832042,0.006697784979149
7,8.38358915028912,6.06847776423538,3.37157743453142,0.658296413558774,0.0218608043847765
8,2.61487160464266,2.03227891421448,1.2490064091338,0.310910936512198,0.00628514846331566
9,0.324704331138352,0.275763679923968,0.175669677378127,0.0550145083977514,0.00137548241045497
10,0.427053271967658,0.40493082584043,0.193265563532988,0.0589207783694572,0.00150431885975435
11,4.75895619277234,4.15969721579238,2.22801985993941,0.508623836029271,0.012015688744736
12,7.11322360898368,6.19005958250622,4.54141157869633,0.805511671620051,0.0154550090081829
13,2.55905183785447,2.51979512677065,2.04015907213135,0.438533962406542,0.00693924291932824
14,1.00685113284763,0.922660782096375,0.477410987186838,0.13929556553528,0.00282506172411549
15,3.08271228520711,3.27220130142795,2.14984492491256,0.487886269079805,0.00928216509076632
16,7.81617778216458,7.33354049693314,4.7878131410657,0.953821085269964,0.024357084106255
17,5.55610759963611,5.44540568407367,5.03068312311296,0.864413657233171,0.0136941861443448
18,2.9647180920509,3.07462553168634,2.98141772754027,0.524763386194986,0.00734794288853274
19,2.82596857549351,3.03869855289842,2.45690051635087,0.471689754251804,0.00766819262738956
20,5.8430296340155,5.92336928966292,5.06073538744008,0.901816739560005,0.0200554217443221
21,2.24466375743535,1.37142577693932,0.747784713247751,0.185154512977655,0.00430569100298284
22,8.65305683615866,8.16288803086498,7.89260919200161,1.23561856438351,0.0292400718182839
23,5.68443383114385,5.68177080318838,6.85246679252326,0.963699479687208,0.0144440550587674
24,4.62213665512305,4.80093667964072,5.01147898962904,0.749806151143682,0.0108649477953699
25,5.64130597814805,5.62664642829881,6.33817883095797,0.91632553427613,0.017458087245448
26,10.0770742499881,9.60783711205839,11.1823746366497,1.61204933560233,0.0561348663878629
27,11.172255299913,10.0267747785027,8.70420034452978,1.42173104450153,0.0536234871288118
28,9.72347956973496,9.26852770566772,10.3567220501507,1.35309257337174,0.0390455877555261
29,9.04193353832842,8.78623544422034,9.92335267806244,1.22603180768162,0.0388278420668282
30,9.50272483566605,8.94378863791185,10.6427683123173,1.33289055134175,0.0432367534662705
31,10.2840524565789,9.19474978813481,7.263712830763,1.1859428694205,0.041933047708461
32,6.83550152367209,3.85144233113213,2.29047667047496,0.504627124541698,0.0114252818096406
33,2.97092179560041,1.73318746675886,1.04108002729141,0.254052513053608,0.00539947442110001
34,3.33170413672247,1.93338871528444,1.00082437775371,0.255824708865984,0.00615722632404623
35,7.58904614905525,4.74732433968034,2.49610272443738,0.526767984678823,0.0150375031341394
36,2.20291667538438,1.47686750750072,0.878978068064102,0.238336931722447,0.00488588818045336
37,1.04202621097716,0.775519481391321,0.445115891508056,0.124784363944111,0.00255937606621239
38,1.20593721093868,0.815380901119436,0.365000470593083,0.114884387456273,0.00295962205124685
39,3.4127817167408,2.39863741451902,1.16216297917726,0.313858409948526,0.00790722017403933
40,7.02704782185001,5.51814646808478,3.82499451453705,0.672530936962734,0.0146376894852695
41,2.48970397895604,1.9420003998547,1.19009181065913,0.300275794768466,0.0061045412016032
42,2.19546884115175,2.03645173342341,1.00815526438075,0.264979954275097,0.00607571064628413
43,8.1922418545999,7.00552071354311,4.11436930877444,0.810240542071318,0.021309469831638
44,4.89795614593109,4.51941620931487,3.37937651649269,0.65579691624479,0.010873047947775
45,1.15725673240977,1.14570167703542,0.813690989899648,0.191904135132361,0.00326056873569375
46,1.32794524100579,1.50601745710989,0.923914100323864,0.216943910207745,0.00403467326062895
47,5.27234633884913,5.17668180470678,3.2745305505851,0.703579737992079,0.0150381167175032
48,7.82705568164307,7.21167990651034,5.88923420988202,1.01453919150184,0.0206858110276249
49,3.6970388764357,3.82805890287346,3.88778881350625,0.676999481318017,0.00931479642293321
50,2.7912341585159,2.93341607766989,2.29689349589034,0.456641426045896,0.00696001006201506
51,4.18516202903191,4.40053607872133,3.90483330229554,0.698963971589969,0.0125760707187828
52,8.22260906813895,8.1012527961776,6.64886563307935,1.17265348234994,0.0361541098302265
53,5.71911947595546,5.72673293727192,6.88618128275547,0.966171376345128,0.0144071616097359
54,4.90632977649307,5.01260646612542,5.86790999315305,0.824488456322236,0.0114502805559421
55,4.77704928590168,4.90692842056161,5.13282764965326,0.766470205578695,0.0125129598535874
56,7.57071819252194,7.38256874629696,8.71949159212463,1.21709181179027,0.030469364569271
57,9.83216112011105,9.39172444582456,11.5616444895717,1.47439662186199,0.0335169863168275
58,7.86181399435324,7.62447235937123,10.6374037536129,1.22724625560136,0.02101496775538
59,7.46642039821469,7.53967717286632,9.53462802336821,1.08136936430297,0.019510791250695
60,7.8063343393705,7.55252613454638,10.0420018555598,1.18452296133843,0.0258647217926528
61,10.4538653666644,9.649355636247,11.8843047126568,1.55453937019956,0.0492078408250329
