FromID,ToID,Weight
10001,10,85.4130389383525
10001,20,62.0646372218401
10001,30,971.310857466677
10001,40,213.097900994344
10001,50,28.1575498829265
10002,10,0.850059868030881
10002,20,0.322314724070244
10002,30,11.9834763967719
10002,40,1.55623908638202
10002,50,0.122431887086567
10003,10,1.1419198315749
10003,20,0.385123781755201
10003,30,41.0934607900406
10003,40,2.53823805433823
10003,50,0.193230106171059
10004,10,1.43134996890841
10004,20,0.616513891338875
10004,30,14.5294924254754
10004,40,2.14680764831363
10004,50,0.302096850589787
10005,10,0.495516938757365
10005,20,0.233584685569954
10005,30,4.32512628361157
10005,40,0.721699108954252
10005,50,0.107718848018291
10006,10,1.18386443635189
10006,20,0.585107204903147
10006,30,9.93239659060539
10006,40,2.05045759926244
10006,50,0.247221727060883
10007,10,0.988913982803356
10007,20,0.35368813019999
10007,30,5.52255113625511
10007,40,1.51762985734858
10007,50,0.116534346121332
10008,10,0.579492637114077
10008,20,0.236445294074088
10008,30,4.66314404624738
10008,40,0.949505562999698
10008,50,0.0807780741649557
10009,10,0.851649689619674
10009,20,0.550150151073209
10009,30,6.2738158043492
10009,40,2.20402594213058
10009,50,0.224138937940734
10010,10,0.89845836617961
10010,20,0.463992421152977
10010,30,17.5057774493971
10010,40,1.03371360122073
10010,50,0.309759494278874
10011,10,1.09663635510166
10011,20,0.578803548460148
10011,30,8.77114104907141
10011,40,2.15017729642557
10011,50,0.207415403365265
10012,10,8.18236214023918
10012,20,3.17257046813992
10012,30,98.6221379477256
10012,40,12.8084057680543
10012,50,1.28358134935461
10013,10,1.0857587063379
10013,20,0.522185535193458
10013,30,9.45901020642736
10013,40,1.47795093780263
10013,50,0.19039576142064
10014,10,0.974832057882445
10014,20,0.438373501186915
10014,30,10.8693031249151
10014,40,1.71833576558548
10014,50,0.166183496770622
10015,10,0.713425122708864
10015,20,0.327220392315052
10015,30,7.0206251503435
10015,40,1.41335377292085
10015,50,0.130695719325495
10016,10,116.369197181318
10016,20,42.7104655947218
10016,30,1313.18500830907
10016,40,157.668462069159
10016,50,17.8835072621889
10017,10,0.527276854942236
10017,20,0.24659980153279
10017,30,6.73361068791634
10017,40,0.908277467489996
10017,50,0.0947434989942044
10018,10,0.941553995618066
10018,20,0.468515991509827
10018,30,12.0461556498311
10018,40,1.43021967772793
10018,50,0.166990475889564
10019,10,0.890395894671819
10019,20,0.38822873400507
10019,30,17.3900123169956
10019,40,1.07745217432779
10019,50,0.170259204243682
10020,10,0.563628402120101
10020,20,0.246976190342234
10020,30,13.7092496087847
10020,40,1.24138593910882
10020,50,0.109841710632239
10021,10,0.62270242457896
10021,20,0.292997950215596
10021,30,11.8969571107057
10021,40,0.915880174629122
10021,50,0.13422107329736
10022,10,0.678611192343969
10022,20,0.348126812015614
10022,30,8.98111342665544
10022,40,1.13015476254437
10022,50,0.128320128396336
10023,10,0.638191022008547
10023,20,0.375469267028604
10023,30,11.4609812236506
10023,40,1.5576118697079
10023,50,0.139432909236301
10024,10,0.540401054999286
10024,20,0.264709092536516
10024,30,8.35779442687981
10024,40,0.759550390102167
10024,50,0.1210476476628
10025,10,1.44937001755005
10025,20,0.590668642760342
10025,30,36.2748781449203
10025,40,3.86809213790669
10025,50,0.211962079152382
10026,10,2.29968372810601
10026,20,0.959973472916884
10026,30,24.5771434739889
10026,40,4.9842998874948
10026,50,0.278027712732875
10027,10,4.54580829975104
10027,20,1.30413786284708
10027,30,98.4320817550592
10027,40,9.98213810295756
10027,50,0.293467106139099
10028,10,1.49068015355954
10028,20,0.468009595386378
10028,30,23.5166274575352
10028,40,1.61978145734602
10028,50,0.218986807288042
10029,10,1.27124921773776
10029,20,0.474472225402613
10029,30,16.3979737056909
10029,40,1.64257384590346
10029,50,0.193414577072494
10030,10,4.90479560933062
10030,20,0.217844162761679
10030,30,15.5569324206639
10030,40,9.60926210033884
10030,50,0.0540370340240998
10031,10,2.64400013670365
10031,20,0.148907684120693
10031,30,9.78453070818176
10031,40,5.3548949367082
10031,50,0.0382691054594697
10032,10,3.69795248191955
10032,20,0.189442122776344
10032,30,13.3774599227088
10032,40,7.46929658177868
10032,50,0.0444744141196239
10033,10,1.78183786669528
10033,20,0.132053275671511
10033,30,6.16377831692095
10033,40,3.55619068164939
10033,50,0.0443680658430577
10034,10,2.49015981622449
10034,20,0.163591736076923
10034,30,10.4643100905344
10034,40,5.23902388368533
10034,50,0.037636195394155
10035,10,0.458281126288572
10035,20,0.129743983628243
10035,30,5.12032425005713
10035,40,0.855022779931732
10035,50,0.0491609347858235
10036,10,0.733737305289963
10036,20,0.24387926699888
10036,30,7.18742420935501
10036,40,1.63396781142982
10036,50,0.0628130548961181
10037,10,0.509077877094289
10037,20,0.157333621392938
10037,30,13.8999495278294
10037,40,1.30607384104133
10037,50,0.0359540710567374
10038,10,0.400464356591987
10038,20,0.10756518965596
10038,30,2.63747219829795
10038,40,0.84241892210503
10038,50,0.0260653635917666
10039,10,0.740946880213281
10039,20,0.0971256021078228
10039,30,3.65279370458269
10039,40,1.57767188557035
10039,50,0.0286143878022709
10040,10,0.327765952441496
10040,20,0.0891315806452165
10040,30,1.89490100566298
10040,40,0.616174128474054
10040,50,0.0277984516397287
10041,10,0.761593247910357
10041,20,0.176188209656439
10041,30,4.37765155945567
10041,40,1.4666398778592
10041,50,0.0664487732263211
10042,10,1.1525235732715
10042,20,0.215026344126063
10042,30,6.78641701870966
10042,40,2.14282723894916
10042,50,0.0834787143045994
10043,10,0.861168986207273
10043,20,0.24689885203314
10043,30,9.41044363409002
10043,40,2.1133675164337
10043,50,0.0639918276631692
10044,10,0.88849640399082
10044,20,0.190491118626942
10044,30,3.76674840248334
10044,40,1.63356540961558
10044,50,0.0477919341940364
10045,10,1.06611749215033
10045,20,0.243494681147
10045,30,7.41761820771859
10045,40,2.07774676274638
10045,50,0.0480418956952025
