FromID,ToID
10001,1001
10002,1001
10003,1001
10004,1001
10005,1001
10006,1001
10007,1001
10008,1001
10009,1001
10010,1001
10011,1001
10012,1001
10013,1001
10014,1001
10015,1001
10016,1001
10017,1001
10018,1001
10019,1001
10020,1001
10021,1001
10022,1001
10023,1001
10024,1001
10025,1001
10026,1001
10027,1001
10028,1001
10029,1001
10030,1002
10031,1002
10032,1002
10033,1002
10034,1002
10035,1002
10036,1002
10037,1002
10038,1002
10039,1002
10040,1002
10041,1002
10042,1002
10043,1002
10044,1002
10045,1002
10046,1002
10047,1002
10048,1002
10049,1002
10050,1002
10051,1002
10052,1002
10053,1002
10054,1002
10055,1002
10056,1002
10057,1002
10058,1002
10059,1002
10060,1002
10061,1002
10062,1002
10063,1002
10064,1002
10065,1002
10066,1002
10067,1002
10068,1002
10069,1002
10070,1002
10071,1002
10072,1002
10073,1002
10074,1002
10075,1002
10076,1002
10077,1002
10078,1002
10079,1002
10080,1002
10081,1002
10082,1002
10083,1002
10084,1002
10085,1002
10086,1002
10087,1002
10088,1003
10089,1003
10090,1003
10091,1003
10092,1003
10093,1003
10094,1003
10095,1003
10096,1003
10097,1003
10098,1003
10099,1003
10100,1003
10101,1003
10102,1003
10103,1003
10104,1003
10105,1003
10106,1003
10107,1003
10108,1003
10109,1003
10110,1003
10111,1003
10112,1003
10113,1003
10114,1003
10115,1003
10116,1003
10117,1003
10118,1003
10119,1003
10120,1003
10121,1003
10122,1003
10123,1003
10124,1003
10125,1003
10126,1003
10127,1003
10128,1003
10129,1003
10130,1003
10131,1003
10132,1003
10133,1003
10134,1003
10135,1003
10136,1003
10137,1003
10138,1003
10139,1003
10140,1003
10141,1003
10142,1003
10143,1003
10144,1003
10145,1003
10146,1004
10147,1004
10148,1004
10149,1004
10150,1004
10151,1004
10152,1004
10153,1004
10154,1004
10155,1004
10156,1004
10157,1004
10158,1004
10159,1004
10160,1004
10161,1004
10162,1004
10163,1004
10164,1004
10165,1004
10166,1004
10167,1004
10168,1004
10169,1004
10170,1004
10171,1004
10172,1004
10173,1004
10174,1004
10175,1004
10176,1004
10177,1004
10178,1004
10179,1004
10180,1004
10181,1004
10182,1004
10183,1004
10184,1004
10185,1004
10186,1004
10187,1004
10188,1004
10189,1004
10190,1004
10191,1004
10192,1004
10193,1004
10194,1004
10195,1004
10196,1004
10197,1004
10198,1004
10199,1004
10200,1004
10201,1004
10202,1004
10203,1004
10204,1005
10205,1005
10206,1005
10207,1005
10208,1005
10209,1005
