channel,deltaPower,thetaPower,alphaPower,betaPower,gammaPower
1,2.22540120591585,0.303205752215847,1.46631567758015,0.140451580359442,0.0238276621171027
2,0.871859987614233,0.29769592454221,1.53208983931708,0.123312140515867,0.0166582009634804
3,1.15016038277549,0.329666393454362,1.34939316047048,0.118975862912542,0.0210116277334049
4,11.0890321847489,0.735214994023846,1.3820979934915,0.156554699524081,0.041617391733661
5,4.44164210452807,0.860571512444872,1.426335835711,0.212919624371501,0.0677945513067981
6,2.56158556574414,0.741346856970911,1.46053736336778,0.225991755950695,0.0748332807992551
7,5.73537495194199,1.44755032088505,2.50660872705246,0.419145898187704,0.0455818781817683
8,3.57685049128536,1.36824935546291,2.52741036362096,0.333794655465443,0.0350666148607358
9,6.30269551337162,1.20595103996971,2.20563903189796,0.360818433516754,0.0449414363846077
10,3.52626828511906,1.01550988924279,1.35354485993902,0.290390369269391,0.102855485862781
11,2.91342503415345,0.899437955998218,1.62048171920197,0.33427126303053,0.0771154031553337
12,2.27202783670865,0.612210384320145,1.29789877987146,0.330052956590793,0.0906786026452393
13,2.42011115605411,0.610356640040425,0.963906826049903,0.1983824970451,0.0871984643876361
14,1.35958746058697,0.521475705990442,2.07573941498311,0.321161209588114,0.0251717669286117
15,2.50189519289634,0.967575120028772,2.44535448039564,0.3017208176898,0.0204293536356068
16,0.988433284798171,0.463493438336678,2.08015444793316,0.291871641133124,0.0334007990876406
17,6.97759414845679,0.839072640033656,0.95490917690885,0.308818697916015,0.138126131593719
18,1.80264047158871,0.50331058468396,1.15865107821651,0.18558086312204,0.031368996790635
19,4.50641237908222,0.48662948342257,1.50949666424425,0.21784090935245,0.0289910474966959
20,1.2786392545491,0.559070637870336,1.92241688712044,0.310127717884572,0.0321726836325876
21,2.90976020215464,0.807871830435208,1.54923488783436,0.293167652283201,0.191872305577437
22,1.87882060658087,0.758872209392975,2.2050348702004,0.287837448939344,0.0802758219110009
23,1.30341548422439,0.528581607348164,1.78417579687953,0.247570323832539,0.0362017133878681
24,2.90047327761474,0.687867559908031,1.63093774253747,0.350453139357143,0.0605543465918089
25,2.45560456229783,0.999919023164982,9.58971131965014,0.7865134037747,0.0527522286940893
26,9.07844089802924,1.24424760364172,8.39380030709286,0.586303656599563,0.0354753563362371
27,6.08591712687774,1.18446626230443,12.5409975578151,0.855707505446897,0.0433161661736246
28,6.43084169834316,1.22396964409513,6.98849543387377,0.600199386935168,0.0925622517789586
29,5.85598847298981,1.48183487466486,11.5191345742552,0.7388049316418,0.0678247671170383
