channel,deltaPower,thetaPower,alphaPower,betaPower,gammaPower
1,4.52341273302461,2.55247642992133,0.618679068176648,0.510715173802359,0.0150243968985015
2,4.51416567638707,2.79899459854915,0.634665920009747,0.580049491612925,0.0196201272093798
3,7.71737161913577,4.02146471876285,1.08729962544422,0.914458073685181,0.0313631406879067
4,3.31870115114907,1.78547567257184,0.502436846578972,0.433708972010071,0.0132852693512962
5,1.36093603510422,0.973961135880314,0.228693178566415,0.15667944484879,0.00497968791959845
6,3.06022032751311,1.90358814965033,0.530853566594552,0.632600351159493,0.013391450665597
7,6.63350276066171,3.82958656126385,1.04662945220735,1.12612598701921,0.03014788805345
8,5.93527331351146,3.09024774173808,0.895983098760894,0.733157431211502,0.0241397864367202
9,0.554360246380127,0.328818701396479,0.117771934938039,0.135891300152188,0.00325367487050883
10,0.395144085273578,0.239525459516344,0.116533473305183,0.144205626811374,0.00250165414996544
11,4.61685085121535,2.64361789850465,0.820618202812667,0.850715849404083,0.0200472854876285
12,3.45117348891358,1.99104141137025,0.730955971598036,0.654281260230765,0.0134915417642219
13,0.635511636866197,0.405080341786986,0.173836362712161,0.163372557217209,0.00307552267615467
14,2.81232927030534,1.58947650139297,0.717766357591076,0.633427047346661,0.013215585823162
15,6.84830863592828,3.8192664167904,1.37125081035074,1.06249143044404,0.0208696870652293
16,2.93848621480118,1.72806591417438,0.731984585499737,0.711377354935064,0.0138052431982758
17,2.47929658444565,1.40812531844802,0.629740538487237,0.557217805250716,0.0107340215399092
18,5.92932171112297,3.46265172010795,1.38440986254416,1.14705749222941,0.0227263310880552
19,3.3195417540823,2.19268791361951,0.46674642073006,0.353274494526968,0.0119516197315522
20,11.4801132438064,5.72131871611499,2.02110178791158,1.43023614953497,0.0311947999348273
21,6.14848119971272,3.36653545582809,1.35853189630195,1.06534292365747,0.0233003877132108
22,4.45742777592178,2.40714853871119,1.04228884043,0.894319643842907,0.0195275982040851
23,5.80312822086622,3.26205428753624,1.43244692088537,1.10090062626479,0.0228263047623087
24,9.80887628598087,5.32608046242164,2.14875880567579,1.46142368907985,0.027799782082979
25,12.8570674935446,6.27722775037747,2.18086958356516,1.52700845115241,0.039107907603456
26,11.8478119168891,5.83236538969193,2.52838072762623,1.57804202658771,0.0432818578778027
27,8.42400844262315,4.53021235129779,1.99179596535333,1.32548589907693,0.0301302206495442
28,8.41374410781817,4.53147525098397,1.99507613037956,1.32860188551432,0.0301646635564894
29,13.0697855582536,6.38476849038168,2.44778824675087,1.60190587938516,0.0357780498769728
30,5.5417028882769,2.87549423344555,0.764826648597517,0.635291852391809,0.0211686542468594
31,3.64586408642916,2.08657683848729,0.502392243200836,0.396688326670259,0.0123445314394591
32,3.51689993170047,2.2943649622887,0.503749145897528,0.475671662999482,0.0141319984183906
33,5.4146923711459,3.13494275169604,0.800850571712184,0.842142216665109,0.0269057437055009
34,5.52478521872496,2.83631874280876,0.769527838475867,0.651286260335336,0.0225023022171726
35,1.85659858124831,1.12932437172339,0.306266094401021,0.242608419631955,0.00742867720860038
36,1.54109780235034,1.06811099859699,0.270623660298115,0.272899319521954,0.00631167648885523
37,5.13732156779349,2.98194409399045,0.869536648359971,1.0442110215124,0.0233331015009253
38,8.69766123722064,4.52586708740077,1.29207165700565,1.06924585394896,0.0387146107332743
39,2.57275151426217,1.40328128807981,0.437208633283156,0.405514055586402,0.0114417920789003
40,2.09034795809116,1.18671250437229,0.475044688103479,0.518628449117021,0.0103698216216757
41,7.31299440452884,4.21339008792839,1.1907755983253,1.17626303701235,0.0298244635492866
42,6.32615258997911,3.4487067966727,1.13184646500163,0.892859095808508,0.0206860052575511
43,1.42861919399902,0.843790985257628,0.361707688372939,0.385719949904671,0.0075083648246748
44,1.01970927032932,0.616357900065437,0.281188684626963,0.241097770903761,0.00474358988749244
45,5.05418204632052,2.92002992939886,1.05583683649673,0.947822159492091,0.0200859043425661
46,9.93518356545663,5.25100360742886,1.73754907737274,1.31596576528722,0.02651355254967
47,4.56526832950543,2.69415687482922,1.05273403020734,0.912067198857518,0.01723977154866
48,2.2522426755248,1.27935861705919,0.563468310832175,0.542185697165105,0.0105544829474148
49,4.01650768755594,2.30168106742697,1.02653271318014,0.861177669621477,0.0173117512932255
50,8.77450628671926,4.87511362706165,1.71174274249522,1.32631662851802,0.0248120261122548
51,8.40186256607741,4.38338669105074,1.68773908185223,1.22193077081317,0.0267364429952406
52,4.72464460271117,2.60293154485729,1.11113992099326,0.946354324042711,0.0208618326105688
53,4.60108364871752,2.52439105042933,1.10583168563751,0.912989427613345,0.0192422750655486
54,7.30799980303232,4.12898167755968,1.74321616194783,1.27828120456433,0.0253429692408782
55,12.9716644858374,6.27209476103707,2.45503008713218,1.59960895264928,0.0418143124014971
56,8.64940843607883,4.3611614174097,1.89104863135703,1.29939630361356,0.0347149837288649
57,7.55645308810508,3.93025245226832,1.70516245277704,1.22001996344569,0.0314036731708247
58,8.39910862155981,4.52419154854388,1.99086524781303,1.32984827322561,0.0302293287757036
59,10.574871351543,5.66518647478475,2.41958214780614,1.55046854241341,0.0303687160992288
