channel,deltaPower,thetaPower,alphaPower,betaPower,gammaPower
1,4.24352241096361,1.54769597904909,2.88247887929115,0.389526612797535,0.056282417819264
2,7.92088399916663,2.15531580185272,3.10162836061059,0.425341723294515,0.0498284842997419
3,5.73588617972229,1.23208838119906,2.7017434132393,0.370698416030948,0.0465619130873301
4,5.29803839987249,1.78955393423464,3.05726932186463,0.469715186429319,0.0749761442052328
5,5.53127315541601,1.53049029311205,2.854437716791,0.4482991483868,0.0397817305185481
6,11.2417476648662,3.28592285609205,3.95841632652075,0.875973116178678,0.104010786592636
7,3.18540038663038,1.74447373011234,3.91604949939878,0.530045375007416,0.0296979450151602
8,4.4992804519754,2.98224587313255,4.23788804657794,0.621775170183999,0.0503970210562714
9,11.7828786846939,2.98083069542947,3.86713166456703,0.736907241474972,0.0848464338867194
10,12.7123889987747,2.76625952641605,3.46303359155922,0.69309698998552,0.0742296109678233
11,6.74131052490821,3.07895527344984,4.46597452485411,1.07658026451299,0.106833738522623
12,3.66915017008301,1.2681993984599,2.70493805474721,0.656408036271687,0.04855081200013
13,9.34630244723454,2.87849318302828,4.31698824370306,0.697408572623203,0.118845880434579
14,25.7848702084965,6.50200836843248,5.98871246731617,1.76702329486829,0.204153214351576
15,5.21825648594877,2.97538620248158,4.59118227531149,0.891044740812446,0.0696287053453981
16,17.2908665263789,3.27260207106074,5.7479180245944,1.38641776983466,0.134961378388632
17,2.6719337617506,1.02308814126822,2.59889070896847,0.409377582675964,0.0228095006698723
18,3.28657826415514,1.31072675383729,4.1992440087068,0.68984008521733,0.0416401711917143
19,11.5643451965984,2.30817380153146,5.06731807865745,1.17620506440796,0.099991515037934
20,8.14869205614528,2.61921930647963,7.36771495527029,0.982212078374949,0.0820274530247871
21,4.97982345530307,2.1617550498398,7.76236107296713,1.62035050880328,0.135780389656234
22,9.97072651094959,3.28552654897363,11.1898717270219,1.32428122806663,0.168670781523026
23,9.02720606875707,2.25894225953906,7.17061030995364,1.30517243763605,0.278442298513639
24,3.27699361156889,2.12012630591175,13.6691933893313,0.732769598737375,0.0324959100216712
25,10.5046656258989,3.23786453706343,13.3548823116703,0.931215011419969,0.0409837287044621
26,8.27962857470323,3.30070898547107,30.8611318916837,0.97859874631693,0.029826209655704
27,7.80535283672918,3.02104359758725,11.095077637952,0.791752126784153,0.0386354748948623
28,6.37889777872015,2.51978365791563,8.07289313235797,0.651084577158759,0.0332413391249468
29,6.02375912409462,3.44531860949005,22.7605645136793,0.880578590941322,0.0329055829174692
