channel,deltaPower,thetaPower,alphaPower,betaPower,gammaPower
1,0.765575730842058,0.286709010657146,1.29688714758856,0.185821197914101,0.0864400290387178
2,0.771573348033842,0.228044587138485,1.45849414900132,0.135549062104595,0.0289424379111315
3,0.863789324140968,0.298767256906916,1.49831062444823,0.166022432020654,0.0415778878923757
4,3.76265108416081,1.01338120353906,2.86256037936121,0.957697893833985,0.61083820569721
5,4.52515154477381,1.34544218722993,2.73943404431076,0.606342819003757,0.265328414344915
6,1.44745812719569,0.60627859239326,1.7996851280589,0.34348073164209,0.190224440297742
7,7.04054886341781,1.18601132231694,3.00347198883562,0.606189286020414,0.149968225820268
8,1.72312963241579,0.959647028204036,2.50928923546601,0.349723237393622,0.11762048009512
9,2.51314855758537,0.697349052889495,2.50659618726853,0.68494015585866,0.294624215451054
10,3.21727523519827,1.06737703649984,3.77251206224319,0.460665776245882,0.106701855831782
11,3.574556000306,1.47015177861852,4.46818607118715,0.990337579863173,0.630034704330074
12,5.76047504888096,0.744909849919681,2.78661122004081,0.530688688452127,0.159845193246558
13,1.15270578850228,0.482616279389358,1.50550085239126,0.385987510450378,0.101631016211432
14,5.37128061704064,1.31834834457425,2.82561942948331,0.522967624945577,0.0778377913152001
15,2.18591012810496,0.846923400677841,2.24092711744323,0.306118846760398,0.0431213732351975
16,3.09276308259352,1.08476986193416,1.75189146635134,0.521403447554445,0.0922683518838584
17,3.90251906980785,1.27021423286318,3.72723350170332,0.580144621472284,0.138465870952619
18,1.6634229538307,0.880970609225317,3.53009762307925,1.33033046815644,0.134442299900021
19,6.1983862774005,0.788500692952872,2.6108516490312,0.595519945430126,0.0937226476289076
20,1.14458540962063,0.612438575480441,2.83611495497518,0.439302914967554,0.0622884339158262
21,1.6320925067971,0.762441010701365,3.44118052804424,0.742018021177801,0.0997132943191472
22,2.21262095937648,0.781900640544679,6.64232279781353,0.502927232404777,0.0496502623149997
23,1.77055832636032,0.539490338985573,3.51295829035981,0.387910520729136,0.0508112310699579
24,4.77153770233909,1.76250191220148,9.54822049316406,2.04284985034982,0.985605580528596
25,1.73207367438459,0.859972489034791,4.78194782513769,0.428338019297675,0.0915310106107257
26,3.96231020585413,1.36160945249682,9.89958382054883,0.718302616120751,0.144394734658446
27,3.35794082520513,1.3983414254221,7.70974892835602,0.734042465375301,0.17488665998034
28,2.68148837532053,1.44998720376537,4.17610897625402,0.466191615043966,0.0821892029634198
29,4.55778748022963,1.54123818057039,6.60174823094919,0.573713555559239,0.105655608910424
