channel,deltaPower,thetaPower,alphaPower,betaPower,gammaPower
1,1.3417671789011,0.607595798364504,0.693798758351149,0.143414544461721,0.00605301835734653
2,1.16371838139793,0.479269318270529,0.599764291860591,0.149119802005682,0.00977410887204903
3,3.48372675183558,1.7216438906916,1.50637139618578,0.315781975987064,0.0143679681365678
4,1.13689869984692,0.460307587780345,0.480301795734992,0.09885962297177,0.00426668682382901
5,0.125979073026164,0.0488023278853853,0.100300897121867,0.021471847047765,0.000816783055803476
6,0.876101064774673,0.304256666855173,0.356893327116633,0.102013629971362,0.00561790598887552
7,2.68686710588293,1.05676687942418,1.04814684127458,0.254292081046281,0.0121058806300109
8,2.79402897919368,1.2846884787173,1.24971445355108,0.258256908249431,0.0112351621148449
9,0.160190575752205,0.0607660947742694,0.0756382689164632,0.0174990826887904,0.00078586667973924
10,0.181504547504145,0.0624858663460109,0.0513337949324477,0.0241580928784477,0.00178412396744527
11,1.84707541322331,0.62309118076927,0.618814021744863,0.176876141162944,0.00871441132631984
12,3.4933560315169,1.62006671429024,2.13175764830986,0.427100990705508,0.0168663435264322
13,1.31395282927609,0.658222844624804,1.0673286059968,0.225140440692597,0.00726661279192143
14,0.111379241238135,0.0737340175293349,0.261658085650134,0.0454435676202258,0.00118948498457149
15,1.65106322794331,0.421349269343741,0.591767963809831,0.218650145239642,0.00793612072927402
16,2.15342635893727,1.18781397020444,1.28024788924224,0.392622300522808,0.0238067734654203
17,2.53047782396957,1.23287426972826,2.59856490267722,0.473097113614466,0.0180682392059797
18,0.740228644498311,0.49161436199953,1.80050779510482,0.319187986277512,0.00560329958802827
19,0.518138129598925,0.333967474200305,1.03256303297304,0.194253511868773,0.0040790924246519
20,1.55494549440239,0.97399375230968,1.93886424448965,0.420698602441425,0.0166793065518176
21,0.459009843598805,0.174219131950378,0.286515243314818,0.0648865065434238,0.00272454503055475
22,3.02251544685279,1.53159175994459,4.49310341630874,0.553315335647337,0.0187870443287159
23,2.55464986860956,1.04993110571102,4.22068690195222,0.566538615317083,0.015209217966927
24,1.05492285364344,0.721613830807844,3.4068526005182,0.35021198258825,0.00703922175700919
25,1.36130624634825,0.91738824152428,3.56011947451273,0.430426031056898,0.00968590580450976
26,2.03106093087894,1.33078309958542,4.22809659093871,0.48411650973585,0.0126731835118139
27,2.93357423901573,1.62152881488754,3.61821069696365,0.460726650770176,0.0133168100796637
28,2.67828833502528,1.62032295807405,5.04515311310383,0.495196890194977,0.0143842140091698
29,2.62923081615863,1.60226915268282,4.94084216755977,0.486767502086477,0.0139858525686156
30,2.54063457655886,1.65672968201877,4.80804791196171,0.522303778050225,0.0133448408866528
31,2.88822704804149,1.85791542258969,3.48782663686431,0.530169436672102,0.0159029033871435
32,2.23399335217359,1.08023941667732,1.03544816373794,0.215933791861081,0.0107558985592667
33,0.899848868471104,0.375505703127584,0.45070199648103,0.0971822919894861,0.00416002514785129
34,0.662662072228201,0.243086338006142,0.332967303740105,0.0928768776023642,0.00683937018556662
35,2.099790283867,0.875143248343022,0.884545210608228,0.231514701344225,0.0165864931952489
36,2.42835576947548,1.12510793595562,1.04252803521891,0.215134831848701,0.0100671318682846
37,0.899960187345641,0.183370016133834,0.200052921406854,0.0532796356403024,0.00432735231781625
38,0.184247242065684,0.062459106888802,0.117014139715674,0.0315820390718285,0.00130207583321663
39,0.907426878565389,0.33595441956425,0.38820040889884,0.108360017859773,0.00600769060872215
40,3.70445915831347,1.7536100024262,1.68168374843262,0.355805768970269,0.0148662660974276
41,1.30308311584104,0.578322689134939,0.597348378921338,0.120996945076832,0.0053818636448034
42,1.18647689787943,0.297085778215923,0.274439377290282,0.107075677391232,0.00603804817524783
43,2.37139020091418,1.06686281402758,1.03445510141199,0.262341674950762,0.0109571687834094
44,2.67078302837351,1.28183397125402,1.72055931445292,0.353084041406297,0.0135976975693898
45,0.254695668937504,0.152789515238186,0.409839809887266,0.0931253901767372,0.00197710072213629
46,0.216937368096337,0.136343584766842,0.347729792549945,0.0735861043813003,0.0020913583420489
47,1.30922278434897,0.735783906304497,0.838765986214666,0.262856790493368,0.0110470498624511
48,1.34506758284531,0.743548766679572,2.33661262346791,0.416837405332492,0.0101444326557135
49,0.574257930838787,0.36700561275566,1.39447735500991,0.215392472345716,0.00422362959849423
50,1.14758717360546,0.647512902134212,1.81676881337948,0.376542843832918,0.00894339566285828
51,2.32585333080612,1.35012229775231,2.16681454318601,0.510106694585481,0.0325628466130511
52,2.5236352907146,1.34670866789808,4.38549086358145,0.518951859117892,0.015643054340368
53,1.23026493625506,0.835741217469476,3.69959456371331,0.449392935737329,0.0085127427036389
54,1.11017495099356,0.744232978469382,3.10572891943525,0.370957105186134,0.00769046878999576
55,2.01570017458617,1.32053436835771,4.2550721315442,0.483619527660528,0.0126735433984141
56,3.10264096267894,1.64522950298172,6.65854316683917,0.55221076701292,0.0182556048938333
57,2.10282358368419,1.3212254252452,6.14031647946948,0.5323727933235,0.0134980820106763
58,1.79547510387985,1.17625255240709,5.2917136823856,0.43899326996484,0.0106186866351269
59,1.80159783149593,1.18142607819323,5.28831530355794,0.441666859020567,0.010662592591856
60,2.03033480583036,1.33171532180067,4.30349278900392,0.486462320230807,0.0126934685144284
