channel,deltaPower,thetaPower,alphaPower,betaPower,gammaPower
1,2.26520544184168,0.52550722725416,0.234341186386793,0.223248131978267,0.181124531164398
2,0.531609239593365,0.147788010609921,0.103048489722496,0.0435704430781188,0.0361125464429412
3,13.0615536844653,1.09684562613794,0.702836110693745,2.90322138613124,2.46053808305642
4,0.527907704539145,0.12258518925,0.0922857608166335,0.0311695312720183,0.0200396583115559
5,1.12524581503232,0.196352745840432,0.10236268458293,0.0461954721277396,0.0270156487485178
6,0.846021258262645,0.24872675755969,0.212097486536678,0.083085141760665,0.0860141427497362
7,7.26721029807717,2.57062765290145,1.24227560896392,0.433609566241858,0.170842058880783
8,6.25685913212704,2.04285336293761,1.34048939190219,0.328496430242218,0.0940226698370884
9,16.8536057735338,2.42428586008637,1.47010267735449,0.747597147571278,0.60103006208403
10,3.18683138429458,0.344448086356458,0.222508592716797,0.135893246388529,0.183291161671241
11,8.5796622346394,2.36276998775952,1.48168049105912,0.860627440154281,0.943439699585464
12,24.4273672454757,2.65274250167555,1.63489022391078,1.30290166745046,2.16635767036131
13,22.2797127520707,2.78119415404116,1.59466516494814,0.515174198788241,0.475195999519495
14,8.00368715283622,1.39559944298797,1.00346674009282,0.534337863844874,0.654118054342003
15,1.38316025414212,0.651513708117527,0.565719798854815,0.124873451417437,0.0354501216307714
16,2.79551265343374,0.712501469073008,0.570011007100725,0.23867232921523,0.187147541618142
17,1.30394767667852,0.539811172750171,0.764667977067885,0.136359644758414,0.0537143574185248
18,3.33713770501294,0.578035438795961,0.720500916006781,0.152101549532686,0.0729671671678463
19,4.83062052864839,1.47493089840641,1.24407445584654,0.330787652817228,0.106196252019273
20,3.87349478115466,1.34027697507129,1.02292601363519,0.312524526392101,0.124381336397633
21,3.25715554202979,0.783341356629836,0.754528380399146,0.173481319243066,0.0695461273577856
22,2.56212593337642,0.845931040935858,0.701909701348658,0.173427893745617,0.0510554596882113
23,35.8097646621534,6.24437491100247,2.48238473689667,0.530220345701748,0.0904238042031963
24,1.93513823434205,0.696138434242691,1.0647613310853,0.160662726023517,0.0764034220963589
25,1.77992518070685,0.71471724168884,0.593455603558171,0.152053667039911,0.0542956808932418
26,2.14328332916727,0.9978771117447,1.11074162387052,0.179159736908527,0.0589095071485145
27,1.52074810556879,0.611914580156197,0.39511254543011,0.118704727462329,0.0370649777429541
28,2.79421603449134,1.05502477677513,0.580875299348194,0.191986538856067,0.0583690940325698
29,9.63785371447698,2.98063152992754,1.5960445452089,0.435644554579129,0.121368646597272
