channel,deltaPower,thetaPower,alphaPower,betaPower,gammaPower
1,1.0324425469715,0.41247975832673,0.178028883484435,0.0837239633918025,0.00349789640269246
2,1.3134018146287,0.493553473004908,0.236017230734586,0.103918255554613,0.00531403709750638
3,1.63112463928436,0.711071465311086,0.304401728778662,0.157743873583996,0.00537788100502589
4,0.464830691675934,0.19708019338768,0.0808417136533532,0.0438437720676085,0.00185626503483338
5,0.233415429170371,0.0964766040549451,0.0412941595190777,0.0191331168620679,0.000970342325281833
6,0.558754724882398,0.244782006276698,0.112617693518854,0.0634986034185309,0.00285387725419334
7,2.77990224881682,1.04325778393686,0.494381574661865,0.203927570390781,0.00771429883239824
8,0.971498602827551,0.471968546467814,0.222411021260108,0.111159884679711,0.00341339024939724
9,0.101151980525482,0.0469576394763979,0.0270640792786382,0.01486923802196,0.000583836820014023
10,0.108264039671742,0.0556599760853807,0.033166770943351,0.0190283317079008,0.000854599431374001
11,1.41971563166072,0.630325648236075,0.319850597364858,0.14481462197329,0.0050455349676641
12,2.10746717641347,1.07641344036754,0.490842623561779,0.239450331594612,0.0065100582645009
13,0.58676609389929,0.291950569359764,0.203074821980383,0.0744273942244821,0.0021414290976158
14,0.268656807811982,0.120538027122679,0.0668878397470385,0.0223811344139016,0.00126116139384662
15,0.787915096421093,0.437570669571413,0.289762533785592,0.119246276639133,0.00380093569575585
16,2.75542532745175,1.28356021953195,0.721603026866395,0.289523929391713,0.00890900361866434
17,1.54383524237271,0.793439219654455,0.571126185911641,0.196366180837677,0.00489722888932189
18,0.871844680819828,0.394211356939723,0.324677894600813,0.084218647655701,0.00223367153115087
19,0.922001561603994,0.46186519021457,0.411972225539283,0.104349906624309,0.00271551182568661
20,2.0344240429138,1.08279900397535,0.816888366860785,0.271004335077574,0.0070586091075604
21,0.598099647902921,0.239473591054962,0.103695048963635,0.0470021104627829,0.00231463269541239
22,2.30591089499845,1.21460105390033,0.779211790876313,0.295538516092282,0.00689896598609654
23,1.79722781821099,0.869838086365194,0.763578504402976,0.206332887819938,0.00469948206627096
24,1.51898199781208,0.700890505487117,0.68357177296158,0.147610464283533,0.00367961876287776
25,1.94577543477673,0.981489443849456,1.03725024040682,0.236026528529981,0.0054793491630397
26,3.09816020885191,1.5349161407053,1.19344780222591,0.357811770052667,0.00996575872451675
27,2.78561659475787,1.33991996455016,0.721833957612126,0.285787836009634,0.00792151147623033
28,2.88527682033896,1.28946709711213,1.00269229945141,0.29935546527133,0.00820667011074826
29,3.08725218817608,1.29488178721606,1.04175359335256,0.292167665947915,0.00837441366994893
30,2.76485777608915,1.26429767663436,1.22236529782949,0.283328609544078,0.00724145111470623
31,3.72096483852284,1.68280133833956,1.0819395158873,0.359028641081184,0.0109144434523752
32,1.43916532866897,0.600664039166166,0.256205604387621,0.131130610328825,0.00480096261744594
33,0.642564861834169,0.267905487860901,0.116390486993693,0.056980707527972,0.00248211665696376
34,0.742779575336235,0.299060680633745,0.134889828164846,0.0629461387039835,0.0030184836764743
35,1.92007772876812,0.741400503481821,0.334036474336311,0.15050379894833,0.00614140218455927
36,1.17613945222975,0.517722305571133,0.224499965396609,0.120206591124599,0.00422368475469051
37,0.459671281921726,0.198270609064802,0.0814539598163701,0.0442399590239422,0.00188491597941806
38,0.274623089404966,0.120832615001906,0.0560364762839584,0.0296924306846831,0.00136642548461044
39,1.32732906715892,0.541684685065835,0.256501076374367,0.127405685264135,0.00518956389885351
40,1.90317930189565,0.918367456587106,0.395184345737777,0.198080555612959,0.00591615375266085
41,0.381011949817165,0.195832737595881,0.0980102546807638,0.0548770580997591,0.00191860313722099
42,0.46302350354863,0.230326688159811,0.124015374085366,0.0669693164796206,0.00262065020917138
43,2.58452421858143,1.08339300416137,0.572012908133009,0.225752560420258,0.00646252778860675
44,1.17345268559828,0.610511993736316,0.335111728013481,0.139850738470373,0.00391462018857501
45,0.295766479147773,0.134523745522463,0.0901009778892995,0.0302508144225646,0.00110194151900382
46,0.341983225724657,0.176639426458985,0.118281398989373,0.0417460866460071,0.00135847174063036
47,1.65714850654398,0.841612817401368,0.491128048434045,0.202317121471416,0.00608291823550627
48,2.34050830352968,1.23723826817801,0.633833631075784,0.292510174522825,0.00693674541079876
49,1.15056353070333,0.570388103997934,0.451804888424143,0.135799768474707,0.00341274930425596
50,0.868041934939979,0.407455752852581,0.332665712332036,0.0801556370923632,0.00240362257063795
51,1.32581140774128,0.713596848940364,0.628867835535055,0.185661039834039,0.00484426087503025
52,3.06325014858541,1.52835876088546,0.9456364086706,0.381154708186415,0.0176323310254578
53,2.08150839628275,1.05318523308759,0.829988658056263,0.261407473666338,0.00596543794633074
54,1.5519338630216,0.711427810358126,0.649066911576897,0.154777453335266,0.00371752774781476
55,1.59340199255395,0.776371634163738,0.806652631619352,0.175058025410706,0.00428687612267749
56,2.47042299145756,1.25158689254002,1.20353611065348,0.301737096442962,0.00727754346283183
57,2.58814596949004,1.27065607631008,0.934469599143489,0.303179962321551,0.00780827033826762
58,2.35275807042968,1.07225514840335,0.948760985044493,0.250069694228465,0.00608101073437538
59,2.27804365548159,1.00087219302789,0.977969127003115,0.221367304040164,0.00557646790617385
60,2.74798981071432,1.26109274707143,1.22721435850043,0.282585133128688,0.00734357688214903
61,3.4266918224748,1.60909361730809,1.38810828761282,0.364301387297185,0.0099142129770211
